Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin
45.12,Male,89.7,1.81,177.87,152.68,69.95,1.69,1977.3,Strength,24.79921393602853,3.5,5.0,3.0,27.38,4.03,-0.01,283.6,113.15,75.36,2638.0,Roasted Keto Dinner,Dinner,Keto,20.67,216.65,120.99,456.83,Roasted,29.39,37.88,3.09,Tricep Dips,3.98,14.87,Combines lower body and upper body strength,355.44,"Upper Chest, Triceps",Step or Box,Beginner,Back,Lower Chest,Lateral raises,27.380116602057324,2265.24,0.500785788702301,1.2614269788182833,0.7665863602668643,0.8583797155225726,660.7,67.45510509938241,1201.3872,9.81046343896409e+19,High
18.85,Female,85.21,1.85,194.9,156.16,61.86,1.66,1940.71,Strength,27.50205103691949,3.49,4.04,2.99,24.9,2.99,0.02,314.61,125.15,83.93,2440.0,Steamed Low-Carb Dinner,Dinner,Low-Carb,17.31,265.95,148.9,122.61,Steamed,11.21,91.02,1.09,Lat Pulldowns,5.01,17.08,Improves lower back strength,363.72,"Glutes, Hamstrings, Core",Kettlebell,Advanced,Legs,Quads,Bent-over lateral raises,24.89700511322133,2514.41,0.5004911689024464,1.4687243281305014,0.7088093806374022,0.801231400718317,499.29,61.775502311440896,1207.5504,1.1840944743786956e+20,Very High
52.28,Male,82.15,1.72,166.27,136.96,52.79,1.02,979.2,Cardio,26.239898015868665,2.73,4.02,2.0,27.77,3.0,-0.0,222.12,88.64,59.16,2206.0,Boiled Vegetarian Dinner,Dinner,Vegetarian,6.77,1175.8,243.98,420.87,Boiled,28.0,119.78,4.53,Renegade Rows,4.0,17.0,Improves back strength and posture,342.13,"Shoulders, Upper Back",Barbell,Intermediate,Back,Upper,Face pulls,27.76838831800974,1775.48,0.500416788699394,1.0790018259281802,0.7417166020444131,0.8237204546821435,1226.8,60.5939237799639,697.9452,7.182894475708823e+19,Medium
20.31,Female,76.43,1.62,168.27,132.17,50.8,1.36,1305.6,Cardio,29.395578278704896,2.61,3.99,2.0,29.12,2.01,0.99,200.77,80.5,53.3,2094.0,Steamed Low-Carb Snack,Snack,Low-Carb,33.32,1035.88,222.9,462.67,Steamed,22.48,45.58,4.41,Rows,4.0,23.0,Improves lower back strength,331.98,"Biceps, Forearms",Parallel Bars or Chair,Advanced,Chest,Middle,Bent-over lateral raises,29.122847126962352,1604.78,0.5004299654781341,1.053251341096428,0.6926874946794925,0.7854638378795982,788.4000000000001,53.96295952158586,902.9856,5.616626080357273e+19,Low
35.1,Male,43.89,1.62,196.15,157.36,65.15,0.57,689.7,HIIT,18.700011995703427,2.0,2.02,1.0,16.72,1.97,0.03,170.94,68.59,46.07,1281.0,Fried Keto Snack,Snack,Keto,42.34,1366.95,84.82,472.09,Fried,47.26,18.72,4.26,Tricep Extensions,4.0,20.02,Builds back strength,337.14,"Lower Back, Glutes",Dumbbells or Barbell,Beginner,Arms,Lats,Hammer curls,16.723822588020116,1372.75,0.4980950646512475,1.5627705627705628,0.7038931297709924,0.8022431812388479,591.3,35.68256473508577,384.3396,6.370636703214735e+19,Low
32.61,Female,46.15,1.9,193.01,143.34,50.01,1.45,1920.38,HIIT,15.571617568572533,2.91,2.96,2.04,12.78,3.01,-0.01,178.08,71.33,47.78,1252.0,Steamed Paleo Dinner,Dinner,Paleo,15.43,2295.69,31.17,376.28,Steamed,46.07,86.01,3.68,Thrusters,4.0,24.04,Improves flexibility,337.67,"Obliques, Core",Barbell,Beginner,Chest,Posterior,Concentration curls,12.78393351800554,1427.66,0.4989423252034798,1.5456121343445288,0.6526573426573428,0.7426558209419202,-668.3800000000001,38.96369849210378,979.243,6.452895816476063e+19,Medium
32.36,Male,84.33,1.74,195.34,126.35,63.02,1.46,962.72,Yoga,28.45389592185136,2.1,2.99,1.0,27.85,3.02,0.01,184.84,73.95,49.16,2210.0,Roasted Vegan Lunch,Lunch,Vegan,38.84,862.96,30.15,383.47,Roasted,17.81,17.0,2.92,Pull-ups,4.0,19.03,Targets upper chest,362.42,"Full Body, Core, Shoulders",None or Dumbbells,Advanced,Arms,Lower Chest,Hammer curl,27.85374554102259,1477.6,0.5003789929615593,0.8769121309142655,0.4786124546553808,0.646820927613392,1247.28,60.33482956910275,1058.2664,1.1499608644382409e+20,Very High
29.82,Female,121.23,2.0,179.01,160.07,59.86,1.25,903.0,Yoga,25.89281483291118,3.33,3.99,2.04,30.31,3.01,0.01,241.12,96.32,64.31,3333.0,Grilled Keto Breakfast,Breakfast,Keto,40.46,2374.22,151.04,283.24,Grilled,41.52,27.26,4.6,Squats,4.98,20.95,Targets biceps and forearms,349.74,"Upper Back, Rear Deltoids",Resistance Band,Beginner,Shoulders,Lower,Bent-over rows,30.3075,1928.55,0.5001062974773794,0.7945228078858367,0.8410407049937054,0.8941958549801687,2430.0,89.84014057806178,874.35,8.596831790783445e+19,High
33.47,Male,64.49,1.63,185.92,120.19,73.86,1.57,2245.1,HIIT,22.674511856849705,2.69,5.0,3.0,24.27,3.99,0.04,246.03,97.66,65.39,1803.0,Boiled Keto Dinner,Dinner,Keto,27.28,1453.69,68.61,306.8,Boiled,53.3,35.84,2.09,Box Jumps,4.01,19.91,Enhances full-body coordination and stability,337.23,"Lower Back, Glutes",Kettlebell,Beginner,Legs,Lower Chest,Romanian deadlifts,24.27264857540743,1963.27,0.5012657454145379,1.5143433090401612,0.4134392289844726,0.646460843373494,-442.0999999999999,49.86720730351762,1058.9022,6.384539993623783e+19,Low
53.67,Male,46.13,1.5,174.91,164.61,58.11,1.38,914.11,Yoga,24.245785745448824,2.01,2.0,1.04,20.5,2.0,1.04,287.13,114.97,76.58,1343.0,Baked Balanced Dinner,Dinner,Balanced,13.24,441.75,200.72,318.49,Baked,41.67,66.78,1.9,Windshield Wipers,5.0,21.06,Enhances full-body coordination and stability,347.18,Core,Bench or Sturdy Surface,Intermediate,Chest,Lower Chest,Decline dumbbell press,20.502222222222223,2297.62,0.4998737824357379,2.492304357251246,0.9118150684931507,0.9411125721799783,428.89,34.94541903562446,958.2168,8.09611712227484e+19,Medium
38.86,Male,59.33,1.83,169.98,153.8,58.86,1.35,1296.0,Cardio,18.17478963836032,2.29,4.01,2.0,17.72,1.97,-0.01,217.06,86.76,57.94,1649.0,Grilled Balanced Lunch,Lunch,Balanced,2.64,263.17,199.28,429.08,Grilled,52.89,115.17,3.47,Push Ups,4.99,25.05,Builds lower body power,354.81,"Shoulders, Triceps",Step or Box,Intermediate,Back,Anterior,Triceps dips,17.716265042252676,1736.74,0.4999251471147091,1.462329344345188,0.8543916486681067,0.9048123308624544,353.0,48.54689730756082,957.987,9.669320920919908e+19,High
49.35,Female,55.38,1.6,196.04,139.78,60.96,1.89,2696.46,HIIT,21.591266031899025,2.68,4.98,2.97,21.63,4.0,-0.01,213.56,86.3,56.79,1699.0,Fried Low-Carb Dinner,Dinner,Low-Carb,42.26,602.73,263.63,397.83,Fried,39.45,14.65,4.76,Jumping Jacks,3.99,22.11,Improves shoulder mobility and posture,361.65,Triceps,Resistance Band or Cable Machine,Intermediate,Chest,Quads,Bent-over lateral raises,21.6328125,1710.5500000000002,0.4993949314547952,1.558324304803178,0.5835060704767545,0.71301775147929,-997.46,43.42275687153432,1367.0369999999998,1.1301532956305388e+20,Very High
56.94,Male,122.07,1.88,165.08,134.27,57.88,1.12,986.5,Cardio,35.0,3.59,3.01,1.01,34.54,3.01,-0.02,195.87,80.39,52.4,3114.0,Raw Vegetarian Dinner,Dinner,Vegetarian,37.66,1396.75,242.17,117.66,Raw,13.18,79.28,4.71,Resistance Band Pull-Aparts,4.98,18.88,Isolates and strengthens triceps,365.17,"Lower Abs, Hip Flexors",None or Dumbbell,Intermediate,Back,Grip Strength,Face pulls,34.53768673607968,1576.64,0.4969301806373047,0.6585565659048087,0.7125932835820896,0.8133632178337775,2127.5,79.3455,817.9808000000002,1.223213047522702e+20,Very High
32.99,Male,46.09,1.89,193.06,144.39,50.03,1.45,1044.0,Yoga,16.391027432006762,2.89,3.05,2.0,12.9,3.01,-0.01,177.94,72.16,47.8,1438.0,Baked Keto Dinner,Dinner,Keto,15.8,2266.65,31.52,371.69,Baked,46.16,84.35,3.71,Burpees,3.99,24.07,Builds back strength,339.06,"Upper Chest, Triceps",Resistance Band or Cable Machine,Intermediate,Abs,Grip Strength,Decline dumbbell flyes,12.902774278435656,1430.6,0.497525513770446,1.56563245823389,0.6597217366985946,0.7479022065679063,394.0,38.535375456588085,983.274,6.673078048000902e+19,Medium
50.06,Female,56.07,1.6,195.96,139.98,60.78,1.88,1467.53,Yoga,27.76520521079724,2.7,5.01,3.01,21.9,4.01,0.04,214.4,85.91,57.36,1735.0,Roasted Vegetarian Lunch,Lunch,Vegetarian,42.2,600.82,264.18,395.62,Roasted,39.33,14.45,4.78,Bulgarian Split Squats,4.01,21.99,Builds upper body strength,361.38,"Legs, Core",Kettlebell,Intermediate,Shoulders,Lower Chest,Plank,21.90234375,1717.48,0.4993362368120735,1.5321919029784197,0.5858854860186417,0.7143294549908143,267.47,40.50204943830599,1358.7887999999998,1.1232790650045909e+20,Very High
40.98,Female,44.1,1.77,182.1,165.05,58.15,1.19,1175.96,Strength,15.062744977667531,1.62,3.02,1.0,14.08,1.99,-0.01,276.61,110.51,73.91,1179.0,Steamed Vegetarian Snack,Snack,Vegetarian,47.93,326.22,293.18,469.49,Steamed,15.84,80.22,1.8,Calf Raises,3.0,12.03,Strengthens back and legs,164.89,"Core, Shoulders, Legs",Cable Machine or Resistance Band,Intermediate,Abs,Triceps,Russian twists,14.07641482332663,2213.67,0.4998215632863073,2.505895691609977,0.8624445340863253,0.9063701263042284,3.039999999999964,37.45732946484862,392.4382,1.865044703173961e+17,Low
38.96,Female,101.99,1.94,192.17,133.24,50.11,0.89,587.4,Yoga,27.19967077493434,2.39,3.01,1.0,27.1,3.01,-0.02,283.04,112.53,75.35,2700.0,Grilled Keto Lunch,Lunch,Keto,9.54,424.15,4.25,460.13,Grilled,30.87,104.51,1.88,Pull-ups,5.01,22.02,Improves balance and coordination,368.3,Quadriceps,Barbell,Beginner,Back,Lateral,Dumbbell front raises,27.099054097141035,2260.4300000000003,0.5008604557539936,1.1033434650455929,0.5851752780515276,0.6933444346151846,2112.6,74.24905577664445,655.5740000000001,1.3115445564815227e+20,Very High
31.94,Female,86.24,1.6,176.08,144.92,60.21,2.0,2851.2,HIIT,35.0,3.49,5.01,2.96,33.69,2.98,-0.02,198.91,80.41,53.44,2540.0,Raw Balanced Snack,Snack,Balanced,47.46,1262.71,90.97,185.94,Raw,50.01,84.5,2.17,Thrusters,4.0,21.92,Strengthens lower abs and hip flexors,343.36,"Chest, Triceps",Kettlebell,Beginner,Abs,Lower Chest,Plank,33.68749999999999,1598.24,0.4978226048653519,0.9323979591836736,0.7310779321653575,0.8230349840981371,-311.1999999999998,56.056,1373.44,7.396554022958236e+19,Medium
22.09,Female,70.57,1.77,196.97,158.01,56.07,1.5,1317.6,Cardio,24.417063017665548,1.8,3.0,1.0,22.53,1.98,-0.01,244.54,96.75,65.33,2138.0,Steamed Vegan Breakfast,Breakfast,Vegan,7.04,808.16,245.44,203.32,Steamed,10.93,45.01,1.21,Push Ups,4.0,18.92,Improves posture and back strength,342.32,"Obliques, Core",Dumbbells or Barbell,Beginner,Abs,Middle,Incline cable crossovers,22.525455648121543,1953.13,0.500816637909407,1.3709791696188185,0.7234918381831086,0.8022033812255673,820.4000000000001,53.33887862843341,1026.96,7.215540655202677e+19,Medium
30.51,Female,77.23,1.77,166.11,129.93,61.91,1.41,1016.89,Yoga,24.2018822785929,2.63,4.01,2.02,24.65,4.0,0.01,285.78,114.16,76.14,2151.0,Grilled Paleo Snack,Snack,Paleo,34.43,1223.94,250.63,358.08,Grilled,30.09,15.53,3.1,Flutter Kicks,5.0,14.94,Builds shoulder width,350.6,"Rear Deltoids, Upper Back",Resistance Band or Cable Machine,Intermediate,Forearms,Quads,Decline cable crossovers,24.65128156021577,2285.0199999999995,0.5002669560879117,1.4781820536061114,0.6527831094049904,0.7821925230269099,1134.11,58.5388863162427,988.692,8.77103505668852e+19,High
22.85,Female,86.85,1.91,163.79,129.08,58.0,1.88,1465.27,Yoga,25.229482337918057,3.49,4.97,2.99,23.81,1.99,0.03,201.34,81.19,54.3,2433.0,Raw Balanced Dinner,Dinner,Balanced,43.72,706.43,134.86,330.12,Raw,49.49,18.2,1.2,Plyometric Push-ups,4.0,24.01,Improves hip power and cardiovascular fitness,346.71,"Back, Core, Shoulders",Cable Machine,Advanced,Arms,Wrist Flexors,Seated calf raises,23.80691318768674,1618.82,0.4974981776849804,0.9348301669545194,0.6718971547405238,0.7880823005067465,967.73,64.93819458951816,1303.6295999999998,8.007025544694466e+19,Medium
42.05,Male,57.48,1.57,166.99,122.14,52.26,1.83,1427.4,Yoga,25.15392984369169,2.7,4.0,3.0,23.32,3.01,-0.01,296.89,118.26,78.33,1683.0,Grilled Vegetarian Breakfast,Breakfast,Vegetarian,39.07,236.08,142.89,367.81,Grilled,25.25,64.08,1.53,Zottman Curls,4.99,16.19,Strengthens triceps and chest,331.38,"Triceps, Chest",Box or Platform,Advanced,Legs,Wrist Flexors,Hanging leg raises,23.319404438313924,2365.57,0.5020185409858935,2.05741127348643,0.6090821929748103,0.731421043176238,255.5999999999999,43.021521125846014,1212.8508,5.534256070541231e+19,Low
52.8,Female,94.04,1.95,177.02,138.02,50.06,0.88,1065.77,HIIT,27.694372700593,3.5,3.01,1.01,24.73,2.99,0.05,163.19,65.19,42.98,2542.0,Steamed Paleo Lunch,Lunch,Paleo,49.63,1514.62,149.74,437.43,Steamed,54.15,44.71,4.46,Superman,4.01,18.97,Improves hip power and cardiovascular fitness,370.32,"Triceps, Chest",Barbell,Advanced,Arms,Anterior,Decline dumbbell press,24.7310979618672,1300.34,0.5019917867634619,0.6932156529136537,0.6928166351606806,0.779685911196475,1476.23,67.99621191236234,651.7632,1.3714798292681173e+20,Very High
28.6,Female,87.41,1.86,176.86,123.28,71.98,1.52,1579.58,Cardio,27.503049695718595,3.5,4.03,2.99,25.27,3.01,0.0,169.2,66.38,44.85,2358.0,Boiled Vegetarian Lunch,Lunch,Vegetarian,25.94,1694.41,100.43,454.45,Boiled,48.73,28.77,4.88,Superman,4.02,16.05,Builds shoulder width,363.34,"Back, Core, Shoulders",Barbell,Beginner,Back,Posterior,Incline dumbbell flyes,25.26592669672794,1345.97,0.5028343870962948,0.7594096785264843,0.4891304347826086,0.6970485129480944,778.4200000000001,63.36958426097237,1104.5536,1.174026157969408e+20,Very High
31.98,Female,84.22,1.74,194.87,127.31,63.1,1.45,1754.5,HIIT,28.970297857336003,2.09,2.96,1.0,27.82,2.98,-0.0,185.31,74.04,49.32,2329.0,Roasted Balanced Dinner,Dinner,Balanced,38.64,854.2,32.39,385.0,Roasted,17.85,16.36,2.88,Leg Press,4.01,18.97,Improves hip power and cardiovascular fitness,362.54,"Lower Abs, Hip Flexors",Kettlebell,Beginner,Abs,Triceps,Chest flyes,27.8174131325142,1481.2800000000002,0.5004050550874919,0.8791260983139397,0.4872884571602034,0.6533073330938575,574.5,59.821215144551616,1051.366,1.1530750486033936e+20,Very High
28.28,Male,85.11,1.79,181.98,138.64,54.73,1.35,1777.54,HIIT,27.772721291058048,2.31,4.01,1.97,26.56,1.98,-0.01,164.34,66.18,44.55,2321.0,Grilled Vegan Dinner,Dinner,Vegan,39.27,876.9,135.78,430.04,Grilled,40.48,17.16,1.52,Seated Rows,5.0,15.97,Strengthens lower body,347.86,"Quadriceps, Glutes",Bench or Sturdy Surface,Advanced,Back,Wrist Extensors,Dumbbell front raises,26.56284135950813,1323.03,0.4968594816444072,0.7775819527670075,0.6594106090373281,0.761841960655017,543.46,61.47263690918049,939.222,8.226555832267642e+19,Medium
25.34,Male,40.94,1.67,185.72,138.49,71.33,1.02,733.79,Yoga,17.719549964688245,2.4,3.01,1.99,14.68,3.0,0.05,298.37,120.01,79.24,907.0,Fried Vegan Dinner,Dinner,Vegan,31.14,616.14,130.28,225.61,Fried,8.42,42.87,4.67,Box Jumps,5.0,21.9,Improves posture and back strength,362.78,"Core, Obliques",Bench or Step,Advanced,Shoulders,Triceps,Incline dumbbell press,14.679622790347448,2386.68,0.5000586588901739,2.931362970200293,0.5871142582393567,0.7456924402326083,173.21000000000004,33.68561624445663,740.0712,1.1593256365565152e+20,Very High
49.15,Male,60.97,1.87,180.17,130.61,61.04,1.15,826.62,Yoga,23.131251290830225,3.0,4.0,1.98,17.44,2.0,0.01,198.45,79.92,53.19,1590.0,Fried Paleo Dinner,Dinner,Paleo,25.78,401.78,33.72,353.14,Fried,19.09,88.51,2.4,Dips,4.0,24.95,Strengthens core and improves mobility,335.66,Quadriceps,Bench or Sturdy Surface,Intermediate,Back,Lats,Chest flyes,17.43544282078412,1592.19,0.4985585891131083,1.310808594390684,0.5839838831528584,0.7249264583448967,763.38,46.86687608798081,772.018,6.145786154776088e+19,Low
43.27,Female,54.42,1.72,172.78,159.71,71.18,1.02,1348.64,HIIT,23.161699668619423,2.31,4.01,2.02,18.4,3.0,-0.01,242.42,96.76,64.39,1376.0,Fried Low-Carb Snack,Snack,Low-Carb,46.08,743.46,189.47,194.87,Fried,54.19,54.66,4.8,Frog Jumps,4.01,22.0,Improves cardiovascular fitness,328.57,"Quadriceps, Hamstrings, Glutes",Pull-up Bar,Beginner,Back,Lateral,Incline dumbbell press,18.395078420767984,1936.23,0.5008082717445758,1.7780227857405366,0.8713582677165355,0.9243546706794769,27.3599999999999,41.81540304033731,670.2828,5.162437231148353e+19,Low
40.35,Male,56.65,1.78,198.35,153.41,56.91,1.78,2082.6,Strength,21.919897070219648,2.71,5.01,3.0,17.88,3.0,-0.03,220.66,88.1,58.41,1528.0,Steamed Keto Breakfast,Breakfast,Keto,28.95,241.88,252.22,173.25,Steamed,58.66,81.26,2.6,Push Ups,3.99,18.06,Builds chest strength,334.17,Triceps,Cable Machine,Advanced,Shoulders,Quads,Wrist curl,17.87968690821866,1760.73,0.5012920777177647,1.555163283318623,0.6822680995475113,0.7734308041341064,-554.5999999999999,44.232378309720566,1189.6452000000002,5.926484512145094e+19,Low
25.9,Female,74.05,1.66,177.01,124.8,71.78,0.91,799.34,Cardio,26.782571691431738,2.19,2.02,1.0,26.87,2.99,-0.01,206.93,82.15,54.78,2033.0,Grilled Balanced Dinner,Dinner,Balanced,8.68,1014.69,299.17,347.89,Grilled,56.91,61.57,1.17,Lunges,4.0,14.96,Improves unilateral leg strength and balance,334.7,"Core, Lower Back",Pull-up Bar,Advanced,Legs,Lats,Romanian deadlifts,26.872550442734795,1649.34,0.5018492245383002,1.1093855503038488,0.5038487123443884,0.7050449127167957,1233.66,54.2175056624948,609.154,6.003690583669543e+19,Low
50.94,Male,109.44,1.78,181.71,156.79,64.02,0.54,652.81,HIIT,35.0,3.3,3.01,1.0,34.54,2.99,0.02,180.09,71.87,48.24,2858.0,Baked Vegetarian Breakfast,Breakfast,Vegetarian,28.37,136.64,242.92,142.42,Baked,12.29,19.5,4.76,Push-ups,5.0,19.17,Improves coordination and cardiovascular health,345.38,"Lower Chest, Triceps",Wall,Advanced,Arms,Lower,Preacher curls,34.54109329630097,1442.0,0.4995561719833564,0.6567068713450293,0.7882572860905769,0.8628584007484452,2205.19,71.136,373.0104,7.759561827503478e+19,Medium
45.73,Female,60.19,1.68,165.2,147.23,62.09,1.16,1253.84,Strength,24.318119935022096,2.51,3.99,2.01,21.33,1.99,0.0,249.6,100.12,66.47,1578.0,Roasted Vegetarian Breakfast,Breakfast,Vegetarian,16.31,1297.63,52.42,123.99,Roasted,28.74,35.96,1.08,Bear Crawls,4.0,23.01,Strengthens triceps and chest,350.59,Triceps,Kettlebell,Beginner,Abs,Wrist Extensors,Face pulls,21.325821995464857,1997.11,0.4999223878504438,1.6633992357534475,0.825720104742508,0.8912227602905569,324.1600000000001,45.5529236111102,813.3687999999999,8.768991763549851e+19,High
41.88,Male,48.48,1.5,173.32,130.67,63.14,1.15,1516.74,HIIT,17.83528273948745,1.49,3.0,1.99,21.55,3.02,-0.02,267.02,106.52,70.6,1233.0,Fried Balanced Dinner,Dinner,Balanced,11.31,2345.54,159.59,225.02,Fried,15.78,45.23,5.0,Push-ups,3.97,19.92,Improves core stability and upper body strength,365.62,Full Core,Dumbbells or Barbell,Intermediate,Forearms,Posterior,Incline dumbbell flyes,21.546666666666667,2129.56,0.5015496158830932,2.1971947194719474,0.6129061535668905,0.7539233787214401,-283.74,39.83345492789648,840.9259999999999,1.2355817678930905e+20,Very High
38.85,Male,61.16,1.64,194.79,127.19,53.96,0.95,837.52,Cardio,23.124011311766985,3.2,2.99,1.02,22.74,3.01,3.02,414.15,165.66,110.51,1680.0,Boiled Balanced Snack,Snack,Balanced,30.51,681.53,144.33,275.32,Boiled,5.08,38.09,3.41,Decline Push-ups,5.02,20.03,Targets obliques and improves core rotation,339.31,"Quadriceps, Hamstrings, Glutes",Parallel Bars or Chair,Intermediate,Shoulders,Wrist Flexors,Hanging leg raises,22.73944080904224,3313.83,0.4999049438263278,2.70863309352518,0.5199886387843499,0.6529595975152729,842.48,47.01735468172331,644.689,6.713371276875263e+19,Medium
31.28,Male,63.39,1.8,165.81,156.46,65.88,0.59,518.26,Cardio,22.70125690224533,2.62,2.01,1.0,19.56,1.97,-0.04,232.13,92.6,61.58,1759.0,Grilled Balanced Snack,Snack,Balanced,15.47,189.38,144.59,131.16,Grilled,57.91,110.05,3.17,Reverse Lunges,4.01,22.22,Builds lower body power,340.94,"Quadriceps, Hamstrings, Glutes",Bench or Sturdy Surface,Advanced,Abs,Wrist Extensors,Pull-ups,19.564814814814813,1853.14,0.5010522680423497,1.4607982331598044,0.906434504152907,0.9436101562028828,1240.74,48.999673249666685,402.3092,6.98135971585498e+19,Medium
46.98,Male,89.79,1.84,168.22,159.02,65.03,1.45,1914.0,HIIT,28.232971631065062,3.6,3.02,2.0,26.52,3.03,-0.01,306.48,123.27,82.46,2281.0,Fried Vegetarian Dinner,Dinner,Vegetarian,40.86,840.16,26.2,409.21,Fried,48.91,89.88,3.17,Lat Pulldowns,5.0,21.0,Builds unilateral leg strength,374.0,"Obliques, Core",Parallel Bars or Chair,Advanced,Shoulders,Wrist Flexors,Preacher curls,26.521148393194707,2461.14,0.4981106316584998,1.3728700300701635,0.910844074038182,0.9453097134704554,367.0,64.43961477246668,1084.6,1.4868727228169568e+20,Very High
37.43,Female,77.09,1.82,192.11,121.01,49.91,1.48,1598.4,Strength,24.79724155351227,2.79,3.99,2.0,23.27,3.0,0.01,191.14,76.53,50.57,2216.0,Baked Low-Carb Lunch,Lunch,Low-Carb,2.86,2401.85,109.64,332.16,Baked,39.68,60.98,2.4,Plyo Squats,3.98,18.88,Improves flexibility,344.29,Calves,Pull-up Bar,Beginner,Chest,Lower Chest,Hammer curl,23.27315541601256,1525.81,0.5010846697819519,0.9927357633934362,0.5,0.629899536723752,617.5999999999999,57.97380648639739,1019.0984,7.561785699875457e+19,Medium
20.03,Female,63.44,1.78,188.11,137.31,61.06,1.7,1766.64,Cardio,18.11568096013336,2.7,3.99,2.99,20.02,2.0,2.01,269.88,107.75,71.92,1791.0,Raw Vegan Lunch,Lunch,Vegan,12.9,1206.84,221.78,467.98,Raw,6.08,45.55,3.9,Jumping Jacks,4.98,17.87,Strengthens triceps and chest,363.88,"Chest, Triceps",Dumbbells,Beginner,Forearms,Middle,Barbell squats,20.022724403484407,2157.8,0.5002873296876448,1.698455233291299,0.6001574183392364,0.7299452448035724,24.3599999999999,51.94741199889139,1237.192,1.1883563918486734e+20,Very High
31.34,Female,64.91,1.62,186.17,128.0,63.14,0.58,573.16,Strength,27.06158881809129,3.4,1.99,1.0,24.73,2.0,1.99,244.39,97.94,65.11,1823.0,Raw Keto Breakfast,Breakfast,Keto,41.59,1906.18,42.41,220.77,Raw,42.0,86.21,2.81,Wall Angels,4.0,22.91,Builds back strength,345.25,"Quadriceps, Calves, Glutes",Barbell,Beginner,Back,Quads,Leg press,24.73327236701721,1955.31,0.4999514143537342,1.508858419349869,0.5271884906120459,0.6875436429070205,1249.84,47.34432269817695,400.49,7.735737820532767e+19,Medium
40.85,Male,78.49,1.72,172.15,132.31,61.92,1.0,961.6,Cardio,27.62351736941911,3.11,3.95,2.02,26.53,4.0,-0.02,274.63,109.21,72.76,2132.0,Boiled Low-Carb Lunch,Lunch,Low-Carb,35.47,956.06,199.91,398.59,Boiled,29.24,44.57,4.43,Prone Cobras,5.0,16.02,Targets upper chest,358.61,"Lower Chest, Triceps",Pull-up Bar,Intermediate,Arms,Lateral,Bent-over lateral raises,26.53123309897241,2190.2,0.5015615012327642,1.3913874378901772,0.6385738909552753,0.7685739180946849,1170.4,56.80830121674294,717.22,1.0548463526936515e+20,High
24.14,Male,59.48,1.5,199.09,132.36,60.22,1.25,903.0,Yoga,29.64615287567391,1.99,3.0,2.04,26.44,4.01,3.01,350.52,140.32,93.13,1696.0,Fried Keto Dinner,Dinner,Keto,39.24,300.44,58.76,388.59,Fried,41.56,76.39,4.57,Tricep Dips,4.98,23.96,Advanced core exercise,368.36,"Upper Chest, Triceps",Barbell,Advanced,Legs,Quads,Pull-ups,26.43555555555556,2801.53,0.5004693863710187,2.3591123066577,0.5194786490962772,0.6648249535386007,793.0,41.84646826954916,920.9,1.3132911097495075e+20,Very High
42.82,Male,113.21,1.83,160.84,134.09,63.08,1.44,1557.79,Strength,31.842434787751493,2.91,4.01,2.02,33.81,3.03,0.01,285.0,114.94,76.89,2897.0,Grilled Low-Carb Lunch,Lunch,Low-Carb,26.08,2342.96,294.31,120.06,Grilled,22.55,103.99,1.19,Turkish Get-ups,2.99,10.0,Strengthens lower abs and hip flexors,154.53,"Lower Abs, Hip Flexors","Bench, Barbell",Advanced,Legs,Lats,Towel pull-up,33.80513004270058,2291.77,0.4974321157882335,1.0152813355710626,0.7263707037643208,0.8336856503357374,1339.21,77.16117957678652,445.0464,1.0996961324178246e+17,Low
52.07,Female,71.11,1.58,180.39,163.54,67.16,1.03,741.6,Yoga,30.554524493751924,2.01,2.99,2.0,28.49,3.01,2.02,304.36,122.68,81.5,2075.0,Boiled Paleo Snack,Snack,Paleo,26.1,154.72,280.56,336.49,Boiled,42.99,20.86,4.52,Step-ups,4.0,15.9,Targets lower chest,352.76,Full Body,Barbell,Beginner,Arms,Wrist Flexors,Bicep Curls,28.485018426534204,2441.66,0.4986116003047108,1.7252144564758825,0.851187847743531,0.9065912744608904,1333.4,49.38267763249301,726.6856,9.222306800652124e+19,High
