city,country,latitude,longitude,year,month,pm25_ugm3,no2_ugm3,data_quality,measurement_method,data_source
Mumbai,India,19.076,72.8777,2019,6,165.0,34.04,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2019,7,133.32,65.82,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2019,8,112.13,32.77,Moderate,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2019,12,107.12,42.49,Moderate,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2020,2,54.92,55.69,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2020,3,91.12,27.42,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2020,4,185.47,51.29,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2020,5,84.02,67.77,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2020,6,114.31,70.62,Moderate,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2020,7,85.95,76.0,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2020,8,131.2,51.47,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2020,9,110.55,29.67,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2020,11,108.19,40.83,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2020,12,75.22,29.13,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2021,1,123.08,42.22,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2021,2,138.2,61.58,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2021,3,178.8,37.02,Moderate,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2021,4,101.91,30.64,Moderate,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2021,5,196.43,69.57,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2021,6,80.02,60.05,Moderate,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2021,7,56.8,79.36,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2021,8,118.36,79.48,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2021,9,61.99,66.48,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2021,10,86.6,51.92,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2021,11,106.42,30.41,Moderate,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2021,12,59.02,50.5,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2022,1,77.7,34.97,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2022,2,123.68,63.27,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2022,3,156.76,63.95,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2022,4,114.45,55.82,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2022,5,98.57,71.21,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2022,6,145.6,87.41,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2022,7,114.37,35.8,Moderate,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2022,8,62.61,62.93,Poor,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2022,9,83.18,62.57,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2022,11,92.91,23.37,Moderate,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2023,1,94.98,36.15,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2023,2,88.28,43.62,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2023,3,136.72,38.71,Poor,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2023,4,130.49,40.23,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2023,5,183.87,33.04,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2023,6,122.19,42.45,Moderate,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2023,7,83.93,48.61,Moderate,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2023,8,99.91,78.01,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2023,9,96.44,67.9,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2023,10,94.28,51.33,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2023,11,75.01,25.73,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2023,12,90.16,58.89,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2024,1,113.28,30.88,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2024,2,146.96,56.0,Moderate,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2024,3,181.51,30.81,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2024,4,160.38,56.46,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2024,5,134.35,55.01,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2024,6,159.42,56.28,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2024,8,105.0,49.27,Moderate,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2024,9,89.08,68.16,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2024,10,59.53,45.32,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2024,11,54.93,53.69,Moderate,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2024,12,108.81,39.76,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2025,2,130.47,24.58,Poor,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2025,3,104.57,68.22,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2025,4,70.2,72.34,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2025,5,130.15,61.02,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2025,6,137.14,85.54,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2025,7,70.53,83.12,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2025,8,101.17,58.29,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2025,9,66.2,41.58,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2025,10,91.17,56.93,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2025,11,87.15,32.12,Good,Federal Reference Method,WHO_Database
Mumbai,India,19.076,72.8777,2025,12,117.51,40.7,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,1999,1,65.29,31.53,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,1999,2,196.32,72.84,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,1999,3,236.84,80.39,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,1999,4,107.79,82.39,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,1999,5,113.48,54.74,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,1999,6,113.02,51.25,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,1999,7,181.09,74.53,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,1999,8,67.47,47.68,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,1999,9,88.45,68.01,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,1999,10,113.89,73.9,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,1999,11,59.92,51.71,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,1999,12,79.33,36.32,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2000,1,66.74,30.28,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2000,2,162.92,63.43,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2000,3,84.67,49.6,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2000,4,229.59,79.65,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2000,5,127.6,97.85,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2000,6,195.88,57.93,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2000,7,167.74,81.37,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2000,8,113.06,69.56,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2000,9,67.05,52.69,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2000,10,67.49,56.13,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2000,11,148.16,46.98,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2000,12,150.07,60.27,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2001,1,119.7,42.41,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2001,2,209.03,71.4,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2001,3,144.2,58.34,Poor,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2001,4,197.57,61.01,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2001,5,170.14,46.78,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2001,6,187.65,69.76,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2001,7,184.94,58.09,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2001,8,162.54,83.16,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2001,9,58.79,42.24,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2001,10,60.0,66.46,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2001,11,118.18,39.42,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2001,12,168.16,37.86,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2002,1,95.42,33.56,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2002,2,123.16,62.94,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2002,3,166.29,36.71,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2002,4,76.01,72.6,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2002,5,100.64,89.37,Poor,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2002,6,198.3,60.47,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2002,7,187.73,60.04,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2002,9,121.88,74.65,Poor,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2002,11,56.84,57.3,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2002,12,53.25,39.52,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2003,1,178.5,58.4,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2003,2,143.59,45.1,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2003,3,140.8,36.56,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2003,4,149.88,61.75,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2003,5,174.94,73.57,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2003,6,221.0,48.14,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2003,7,50.23,93.15,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2003,8,139.63,58.61,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2003,9,81.91,38.69,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2003,11,90.56,59.04,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2003,12,70.45,58.58,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2004,1,189.26,44.69,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2004,2,120.69,43.26,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2004,3,127.75,56.66,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2004,4,204.9,89.38,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2004,5,152.8,87.16,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2004,6,68.26,47.96,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2004,7,119.06,89.91,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2004,8,91.9,88.92,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2004,9,111.35,48.56,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2004,11,98.72,31.73,Good,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2004,12,65.89,53.52,Moderate,Reference/Equivalent Method,WHO_Database
Delhi,India,28.7041,77.1025,2005,1,133.34,39.51,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2005,2,74.58,41.92,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2005,3,249.48,67.75,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2005,4,191.37,40.55,Poor,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2005,5,82.14,81.55,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2005,6,125.8,81.2,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2005,7,88.06,61.01,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2005,8,165.71,82.87,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2005,9,59.52,75.96,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2005,10,57.41,48.23,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2005,11,51.92,34.18,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2005,12,78.17,51.03,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2006,1,115.98,33.78,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2006,2,200.4,71.82,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2006,3,84.97,37.91,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2006,4,205.8,59.38,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2006,5,198.98,96.54,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2006,6,91.25,46.4,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2006,7,169.96,75.25,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2006,8,77.84,55.22,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2006,9,66.08,38.89,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2006,10,66.83,52.19,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2006,11,126.92,52.65,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2006,12,106.35,66.07,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2007,1,137.46,68.04,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2007,2,121.45,33.79,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2007,3,200.86,74.21,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2007,4,152.71,48.58,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2007,5,93.51,94.79,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2007,6,108.55,93.73,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2007,7,53.99,70.58,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2007,8,169.35,71.36,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2007,9,100.32,39.13,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2007,10,133.12,71.37,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2007,11,73.71,30.61,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2007,12,111.51,46.71,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2008,1,75.8,29.58,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2008,2,96.82,33.27,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2008,3,123.35,44.38,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2008,4,105.73,76.94,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2008,5,161.02,96.63,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2008,6,144.97,94.03,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2008,7,92.28,64.92,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2008,8,157.36,41.09,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2008,9,73.7,47.02,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2008,10,58.71,40.64,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2008,11,141.86,35.18,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2008,12,74.5,65.86,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2009,1,169.99,33.57,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2009,2,129.08,43.72,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2009,3,220.34,74.6,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2009,4,248.22,52.07,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2009,5,66.35,93.49,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2009,6,207.98,62.32,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2009,7,56.38,60.78,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2009,9,78.9,44.03,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2009,10,128.3,51.59,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2009,11,103.37,35.13,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2009,12,113.17,37.84,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2010,1,137.33,67.55,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2010,2,86.0,51.68,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2010,3,101.63,83.82,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2010,4,177.0,75.57,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2010,5,186.44,97.11,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2010,6,114.62,91.08,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2010,7,146.22,77.33,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2010,8,148.91,96.7,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2010,9,156.14,67.24,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2010,10,138.57,58.3,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2010,11,62.97,39.42,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2010,12,170.32,70.7,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2011,1,142.74,47.24,Poor,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2011,2,124.81,72.01,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2011,3,197.2,60.58,Poor,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2011,4,195.54,99.81,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2011,5,189.7,92.11,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2011,6,236.68,46.83,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2011,7,133.89,47.4,Poor,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2011,8,78.46,71.46,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2011,9,105.23,59.83,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2011,10,77.77,54.42,Poor,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2011,11,66.58,57.02,Poor,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2011,12,158.98,75.05,Poor,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2012,1,136.51,63.84,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2012,2,147.76,75.1,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2012,3,216.53,79.95,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2012,4,260.75,70.55,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2012,5,250.54,72.52,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2012,6,168.15,71.79,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2012,7,152.26,70.75,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2012,8,173.28,44.74,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2012,9,85.14,74.07,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2012,10,56.33,63.06,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2012,11,133.96,56.04,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2012,12,153.83,68.18,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2013,1,113.82,77.44,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2013,2,68.14,52.79,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2013,3,94.88,54.18,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2013,4,219.98,47.0,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2013,5,88.92,49.42,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2013,6,172.39,110.27,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2013,7,200.25,56.73,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2013,8,57.67,89.77,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2013,9,109.1,52.32,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2013,10,153.48,72.37,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2013,11,110.97,71.7,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2013,12,180.1,43.34,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2014,1,169.18,49.79,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2014,2,249.62,59.2,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2014,3,167.69,85.56,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2014,4,81.25,75.29,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2014,5,231.54,66.47,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2014,6,215.19,49.36,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2014,7,120.88,60.11,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2014,8,187.08,92.46,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2014,9,155.44,57.36,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2014,10,65.65,75.88,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2014,11,69.68,49.06,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2014,12,121.04,70.03,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2015,1,204.91,51.9,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2015,2,239.77,79.57,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2015,3,112.05,64.73,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2015,4,208.97,99.5,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2015,5,163.22,57.58,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2015,6,246.28,77.79,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2015,7,184.57,90.15,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2015,8,171.21,101.39,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2015,9,109.8,54.86,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2015,10,89.28,49.61,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2015,11,71.57,40.83,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2015,12,131.13,57.58,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2016,1,124.28,69.64,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2016,2,250.22,56.31,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2016,3,79.61,74.3,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2016,4,273.16,102.5,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2016,5,188.55,74.12,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2016,6,92.96,102.52,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2016,7,128.96,63.15,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2016,8,142.39,61.13,Moderate,Federal Reference Method,WHO_Database
